,name,param,proto_name,spacegroup,species,wyckoffs,proto_compo,name_short
918.0,27119-35035-Mg2Se,"{'a': 12.076923918386875, 'b': 0.30000445680409193, 'c': 0.513346744358196, 'beta': 104.92972254095355, 'xa0': 0.07984599999999997, 'za0': 0.585941, 'xa1': 0.3107625, 'za1': 0.2142059999999999, 'xa2': 0.7048915, 'za2': 0.88554, 'xa3': 0.40957400000000005, 'za3': 0.6746599999999998, 'xa4': 0.684029, 'za4': 0.37412900000000004, 'xa5': 0.977566, 'za5': 0.09885399999999989}",AB2_2_a2_a4_8,8,"['Se', 'Se', 'Mg', 'Mg', 'Mg', 'Mg']","['a', 'a', 'a', 'a', 'a', 'a']",AB2,Mg2Se
1325.0,30346-111557-SiO2,"{'a': 4.70128, 'b': 1.9980686111016577, 'c': 3.117138311268421, 'zg0': 0.8126720000000001, 'yf2': 0.318437}",AB2_4_g_cf_70,70,"['Si', 'O', 'O']","['g', 'c', 'f']",AB2,SiO2
1497.0,5814-7960-Zr2Se,"{'a': 12.707276, 'b': 1.249328652340596, 'c': 0.28577336322906655, 'xg0': 0.07952999999999999, 'yg0': 0.7065300000000001, 'xg1': 0.817123, 'yg1': 0.8481050000000001, 'xg2': 0.25435399999999997, 'yg2': 0.919799, 'xg3': 0.35051699999999997, 'yg3': 0.523845, 'xg4': 0.916768, 'yg4': 0.5804560000000001, 'xg5': 0.699459, 'yg5': 0.7033290000000001, 'xg6': 0.422946, 'yg6': 0.753125, 'xg7': 0.032401999999999986, 'yg7': 0.890055, 'xg8': 0.622929, 'yg8': 0.9241880000000001}",AB2_12_g3_g6_58,58,"['Se', 'Se', 'Se', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","['g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g']",AB2,Zr2Se
207.0,284441-646693-MgF2,"{'a': 3.119395, 'b': 0.8806839146693509, 'c': 2.1727007961479945, 'za0': 0.988961, 'za1': 0.701751, 'zb2': 0.4342965}",AB2_1_a_ab_38,38,"['Mg', 'F', 'F']","['a', 'a', 'b']",AB2,MgF2
1283.0,284064-646251-InI2,"{'a': 8.479976, 'b': 1.309157007048133, 'c': 1.3575262477157952, 'zc0': 0.174154, 'xd1': 0.6589249999999999, 'xe2': 0.3477239999999999, 'ye2': 0.19376299999999996, 'ze2': 0.042088, 'xe3': 0.9921299999999998, 'ye3': 0.4548749999999999, 'ze3': 0.183728}",AB2_8_cd_e2_52,52,"['In', 'In', 'I', 'I']","['c', 'd', 'e', 'e']",AB2,InI2
64.0,304832-711596-CuO2,"{'a': 2.7355182189526723, 'b': 1.4702963713682213, 'c': 2.2243908368674155, 'alpha': 89.31568362273104, 'beta': 77.06083761483598, 'gamma': 70.21525470337247, 'xa0': 0.830534, 'ya0': 0.06744199999999978, 'za0': 0.27157400000000004, 'xa1': 0.16956899999999975, 'ya1': 0.9323859999999999, 'za1': 0.7283970000000001, 'xa2': 0.27594899999999994, 'ya2': 0.30267299999999986, 'za2': 0.14621400000000004, 'xa3': 0.4229759999999998, 'ya3': 0.7870809999999999, 'za3': 0.3661460000000001, 'xa4': 0.5769299999999999, 'ya4': 0.21299699999999977, 'za4': 0.6339690000000001, 'xa5': 0.724046, 'ya5': 0.6974219999999998, 'za5': 0.8536980000000002}",AB2_2_a2_a4_1,1,"['Cu', 'Cu', 'O', 'O', 'O', 'O']","['a', 'a', 'a', 'a', 'a', 'a']",AB2,CuO2
213.0,29051-67120-Mg2Cd,"{'a': 5.469543044853161, 'c': 2.7791277763695907, 'zc0': 0.3340649999999999, 'xe2': 0.3325733333333334}",AB2_2_c_ae_155,155,"['Cd', 'Mg', 'Mg']","['c', 'a', 'e']",AB2,Mg2Cd
753.0,2614-4450-GeAs2,"{'a': 10.536185, 'b': 1.4555340476652603, 'c': 0.358608262857951, 'xg0': 0.795004, 'yg0': 0.230408, 'xh1': 0.920358, 'yh1': 0.855644, 'xg2': 0.940274, 'yg2': 0.10191499999999998, 'xg3': 0.891086, 'yg3': 0.38260099999999997, 'xh4': 0.852412, 'yh4': 0.70192, 'xh5': 0.768926, 'yh5': 0.453288}",AB2_8_gh_g2h2_55,55,"['Ge', 'Ge', 'As', 'As', 'As', 'As']","['g', 'h', 'g', 'g', 'h', 'h']",AB2,GeAs2
1250.0,605-2249-CrI2,"{'a': 4.111074, 'b': 1.7151581314275253, 'c': 3.498242794948473, 'ya0': 0.8365894999999999, 'za0': 0.379544, 'ya1': 0.16519149999999994, 'za1': 0.267736, 'ya2': 0.5079449999999999, 'za2': 0.491718}",AB2_2_a_a2_36,36,"['Cr', 'I', 'I']","['a', 'a', 'a']",AB2,CrI2
1342.0,5897-8050-Mo2C,"{'a': 4.749836, 'b': 1.2776047425637431, 'c': 1.1026060689253272, 'yc0': 0.6232395, 'xd1': 0.754078, 'yd1': 0.12209549999999991, 'zd1': 0.920444}",AB2_4_c_d_60,60,"['C', 'Mo']","['c', 'd']",AB2,Mo2C
60.0,5168-7238-NiSe2,"{'a': 5.936446, 'xc1': 0.623186}",AB2_4_a_c_205,205,"['Ni', 'Se']","['a', 'c']",AB2,NiSe2
94.0,4002-5973-CaC2,"{'a': 6.042061999999999, 'xe1': 0.908436}",AB2_4_b_e_224,224,"['Ca', 'C']","['b', 'e']",AB2,CaC2
400.0,321361-752413-LaMg2,"{'a': 4.009102, 'b': 1.3100038362705662, 'c': 3.9821516140023374, 'za0': 0.3184435000000001, 'zb1': 0.1813365, 'za2': 0.9952915, 'za3': 0.6374694999999999, 'zb4': 0.8625734999999999, 'zb5': 0.5048684999999999}",AB2_4_ab_a2b2_59,59,"['La', 'La', 'Mg', 'Mg', 'Mg', 'Mg']","['a', 'b', 'a', 'a', 'b', 'b']",AB2,LaMg2
414.0,14638-18801-Co2Ge,"{'a': 3.996907967829496, 'c': 1.2528462101966555}",AB2_2_c_ad_194,194,"['Ge', 'Co', 'Co']","['c', 'a', 'd']",AB2,Co2Ge
646.0,28253-51083-NO2,"{'a': 7.708152000000001, 'xe0': 0.6120375, 'yg1': 0.17035250000000013, 'zg1': 0.3550595000000001}",AB2_6_e_g_204,204,"['N', 'O']","['e', 'g']",AB2,NO2
1109.0,326486-759437-LiZn2,"{'a': 4.340156, 'b': 1.8831429100898098, 'c': 1.0866918147750335, 'yg0': 0.331639, 'zg0': 0.174802, 'yh1': 0.16840100000000002, 'zh1': 0.992074, 'za2': 0.14916700000000005, 'zb3': 0.694509, 'zc4': 0.472491, 'zd5': 0.017378000000000005, 'yg6': 0.833874, 'zg6': 0.665683, 'yh7': 0.33388300000000015, 'zh7': 0.500695}",AB2_4_gh_abcdgh_25,25,"['Li', 'Li', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn', 'Zn']","['g', 'h', 'a', 'b', 'c', 'd', 'g', 'h']",AB2,LiZn2
1213.0,322380-753829-AcTi2,"{'a': 8.631861930922724, 'b': 0.5830677135798428, 'c': 1.6161324348141912, 'beta': 103.24183812526167, 'xa0': 0.8802080000000002, 'za0': 0.827164, 'xa1': 0.550524, 'za1': 0.189381, 'xa2': 0.9856960000000001, 'za2': 0.370077, 'xa3': 0.4520080000000002, 'za3': 0.459663, 'xb4': 0.005092000000000001, 'zb4': 0.005092, 'xb5': 0.675529, 'zb5': 0.367301, 'xb6': 0.10324200000000006, 'zb6': 0.734646, 'xb7': 0.5696910000000002, 'zb7': 0.824392, 'xa8': 0.252745, 'za8': 0.024445, 'xa9': 0.8563560000000001, 'za9': 0.580815, 'xa10': 0.30959400000000015, 'za10': 0.831802, 'xa11': 0.5627750000000002, 'za11': 0.973271, 'xa12': 0.19568200000000013, 'za12': 0.6057, 'xa13': 0.869179, 'za13': 0.109415, 'xa14': 0.5291590000000002, 'za14': 0.67656, 'xa15': 0.18939300000000014, 'za15': 0.219233, 'xb16': 0.6990280000000001, 'zb16': 0.613472, 'xb17': 0.30287600000000003, 'zb17': 0.170122, 'xb18': 0.36621700000000024, 'zb18': 0.975331, 'xb19': 0.02620200000000006, 'zb19': 0.517559, 'xb20': 0.686612, 'zb20': 0.085315, 'xb21': 0.359839, 'zb21': 0.588575, 'xb22': 0.9927270000000001, 'zb22': 0.221313, 'xb23': 0.24621400000000015, 'zb23': 0.362677}",AB2_8_a4b4_a8b8_6,6,"['Ac', 'Ac', 'Ac', 'Ac', 'Ac', 'Ac', 'Ac', 'Ac', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti', 'Ti']","['a', 'a', 'a', 'a', 'b', 'b', 'b', 'b', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'b', 'b', 'b', 'b', 'b', 'b', 'b', 'b']",AB2,AcTi2
1255.0,7474-11129-InPd2,"{'a': 5.669837, 'b': 0.7544068727196215, 'c': 1.4641981771257269, 'xc0': 0.6806470000000001, 'zc0': 0.099803, 'xc1': 0.16324600000000006, 'zc1': 0.071923, 'xc2': 0.060506000000000004, 'zc2': 0.730853}",AB2_4_c_c2_62,62,"['In', 'Pd', 'Pd']","['c', 'c', 'c']",AB2,InPd2
1311.0,9810-13649-UTe2,"{'a': 4.447395, 'b': 1.979557920985206, 'zc0': 0.26760899999999993, 'zc2': 0.634984}",AB2_2_c_ac_129,129,"['U', 'Te', 'Te']","['c', 'a', 'c']",AB2,UTe2
313.0,326633-759652-NbZn2,"{'a': 4.872525374097757, 'c': 0.9650950254662861, 'xk3': 0.317029, 'yk3': 0.983575}",AB2_2_ac_ek_174,174,"['Nb', 'Nb', 'Zn', 'Zn']","['a', 'c', 'e', 'k']",AB2,NbZn2
369.0,29884-92400-VSn2,"{'a': 5.503224, 'b': 1.7185518888564228, 'c': 3.3988447499138683, 'zg0': 0.3725600000000001, 'yf1': 0.3335624999999999, 'zg2': 0.9163254999999999}",AB2_4_g_fg_70,70,"['V', 'Sn', 'Sn']","['g', 'f', 'g']",AB2,VSn2
402.0,12522-16521-CrSi2,"{'a': 4.406941686063806, 'c': 1.4405076019215757, 'xi1': 0.16596300000000008}",AB2_3_c_i_181,181,"['Cr', 'Si']","['c', 'i']",AB2,CrSi2
709.0,23184-28015-CuAs2,"{'a': 4.77112, 'b': 1.2608033333892252, 'c': 0.801175405355556, 'xg1': 0.207253, 'yg1': 0.373221}",AB2_2_a_g_58,58,"['Cu', 'As']","['a', 'g']",AB2,CuAs2
879.0,27320-35261-RbMg2,"{'a': 13.934139809570627, 'b': 0.4474782789748264, 'c': 0.3846482863849747, 'yc0': 0.23466500000000018, 'xg1': 0.273007, 'yg1': 0.1303169999999998}",AB2_2_c_g_63,63,"['Rb', 'Mg']","['c', 'g']",AB2,RbMg2
894.0,15174-19394-YCo2,{'a': 7.162646},AB2_2_a_d_227,227,"['Y', 'Co']","['a', 'd']",AB2,YCo2
33.0,27261-35199-PmMg2,"{'a': 3.3274960379793206, 'c': 5.07728838957824, 'zf1': 0.9232830000000001}",AB2_2_c_f_194,194,"['Pm', 'Mg']","['c', 'f']",AB2,PmMg2
96.0,324768-757125-LiZr2,"{'a': 8.326683947097127, 'b': 0.6045149584132865, 'c': 1.5062247253191128, 'beta': 100.61169383578637, 'xe0': 0.2823254999999998, 'ze0': 0.10835850000000002, 'xe1': 0.28553649999999986, 'ze1': 0.3380494999999999, 'xe2': 0.6020734999999999, 'ze2': 0.7601104999999999, 'xe3': 0.5939744999999998, 'ze3': 0.2585034999999998, 'xe4': 0.6030064999999998, 'ze4': 0.5110625, 'xe5': 0.9456115, 'ze5': 0.9302495, 'xe6': 0.9324135, 'ze6': 0.18072549999999987, 'xe7': 0.27292249999999996, 'ze7': 0.5926004999999999, 'xe8': 0.6077254999999999, 'ze8': 0.006448499999999968, 'xe9': 0.9442645000000001, 'ze9': 0.42857049999999974, 'xe10': 0.2709085, 'ze10': 0.8568164999999999, 'xe11': 0.9430604999999996, 'ze11': 0.6841024999999998}",AB2_8_e4_e8_11,11,"['Li', 'Li', 'Li', 'Li', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr', 'Zr']","['e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e']",AB2,LiZr2
136.0,326027-758829-CeZn2,"{'a': 4.782315, 'b': 2.2896555329375, 'c': 1.056347814813537, 'ye0': 0.17293799999999981, 'ze0': 0.8612995000000001, 'za1': 0.3547925000000003, 'zb2': 0.9497575000000003, 'ye3': 0.3822920000000001, 'ze3': 0.4697655000000002}",AB2_4_e_abe_59,59,"['Ce', 'Zn', 'Zn', 'Zn']","['e', 'a', 'b', 'e']",AB2,CeZn2
277.0,28916-66966-Mg2O,"{'a': 2.9952519272384834, 'c': 3.45057185541278, 'zg0': 0.3706054999999999, 'zh3': 0.24481449999999993}",AB2_2_g_adh_187,187,"['O', 'Mg', 'Mg', 'Mg']","['g', 'a', 'd', 'h']",AB2,Mg2O
343.0,13171-17213-EuHg2,"{'a': 5.012005791494183, 'c': 0.7152084712438745}",AB2_1_a_d_191,191,"['Eu', 'Hg']","['a', 'd']",AB2,EuHg2
596.0,1813-3567-PdF2,"{'a': 4.826878, 'b': 0.7102916212094029, 'xf1': 0.30591999999999997}",AB2_2_a_f_136,136,"['Pd', 'F']","['a', 'f']",AB2,PdF2
618.0,31255-289921-Tm2Mg,"{'a': 3.56786, 'b': 4.817281507682509, 'c': 1.513457927160819, 'yc0': 0.5625634999999999, 'yc1': 0.9022394999999999, 'yc2': 0.22580999999999984}",AB2_2_c_c2_63,63,"['Mg', 'Tm', 'Tm']","['c', 'c', 'c']",AB2,Tm2Mg
828.0,24062-28914-PaC2,"{'a': 3.60929, 'b': 1.6934150483890182, 'ze1': 0.6118335}",AB2_1_a_e_139,139,"['Pa', 'C']","['a', 'e']",AB2,PaC2
830.0,325174-757668-PuZr2,"{'a': 5.595081051831063, 'c': 0.9406419587572596, 'xg2': 0.671466}",AB2_2_c_ag_189,189,"['Pu', 'Zr', 'Zr']","['c', 'a', 'g']",AB2,PuZr2
960.0,31372-290052-Pm2Mg,"{'a': 5.751767, 'b': 0.6342612626693676, 'c': 3.03747213682335, 'za0': 0.777817, 'za1': 0.12610400000000005, 'za2': 0.4575925, 'zb3': 0.996021, 'zb4': 0.31990500000000005, 'zb5': 0.6558855000000001}",AB2_2_a2_ab3_38,38,"['Mg', 'Mg', 'Pm', 'Pm', 'Pm', 'Pm']","['a', 'a', 'a', 'b', 'b', 'b']",AB2,Pm2Mg
1216.0,27017-34932-CaMg2,"{'a': 12.226574526533629, 'b': 0.28471236914685694, 'c': 0.6984046487528339, 'beta': 110.2998451901547, 'xi0': 0.6591310000000001, 'zi0': 0.12120049999999993, 'xi1': 0.6479215, 'zi1': 0.5262104999999999, 'xi2': 0.959254, 'zi2': 0.25232249999999995}",AB2_2_i_i2_12,12,"['Ca', 'Mg', 'Mg']","['i', 'i', 'i']",AB2,CaMg2
1331.0,326598-759607-NaZn2,"{'a': 4.390712, 'b': 2.3544199665111267, 'c': 1.156384203746454, 'za0': 0.4767590000000001, 'zb1': 0.976867, 'ye2': 0.7189289999999999, 'ze2': 0.38297000000000003, 'ye3': 0.781071, 'ze3': 0.8829650000000001}",AB2_4_ab_e2_59,59,"['Na', 'Na', 'Zn', 'Zn']","['a', 'b', 'e', 'e']",AB2,NaZn2
1395.0,7093-10726-Ga2Au,{'a': 6.168316},AB2_1_a_c_225,225,"['Au', 'Ga']","['a', 'c']",AB2,Ga2Au
1493.0,29932-94150-EuGe2,"{'a': 4.114746483859578, 'c': 1.1779520366299916, 'zd1': 0.395945}",AB2_1_a_d_164,164,"['Eu', 'Ge']","['a', 'd']",AB2,EuGe2
