,name,param,proto_name,spacegroup,species,wyckoffs,proto_compo,name_short
852.0,13607-17699-UMn2,"{'a': 8.616633235857146, 'b': 0.6052824686782846, 'c': 0.5040330744078815, 'beta': 120.23755624027316, 'xi0': 0.615572, 'zi0': 0.36550800000000017}",AB2_2_i_ace_12,12,"['U', 'Mn', 'Mn', 'Mn']","['i', 'a', 'c', 'e']",AB2,UMn2
1295.0,286117-670605-SiSe2,"{'a': 7.289356, 'b': 1.0483952217452406, 'c': 0.826388229632357, 'xj1': 0.17018699999999987, 'yj1': 0.16066899999999995}",AB2_2_a_j_72,72,"['Si', 'Se']","['a', 'j']",AB2,SiSe2
184.0,1539-3264-ZnCl2,"{'a': 6.564200383217212, 'b': 1.7242063525264995, 'c': 2.1125493265199213, 'beta': 117.73889568827776, 'xe0': 0.764732, 'ye0': 0.17676700000000004, 'ze0': 0.930321, 'xe1': 0.146138, 'ye1': 0.6637350000000001, 'ze1': 0.814713, 'xe2': 0.640086, 'ye2': 0.5007440000000001, 'ze2': 0.809422, 'xe3': 0.053300000000000014, 'ye3': 0.8283110000000002, 'ze3': 0.8823559999999999, 'xe4': 0.547823, 'ye4': 0.006765000000000002, 'ze4': 0.877035, 'xe5': 0.536038, 'ye5': 0.6629970000000001, 'ze5': 0.87629, 'xe6': 0.03837999999999997, 'ye6': 0.17211300000000002, 'ze6': 0.872085, 'xe7': 0.02993200000000007, 'ye7': 0.4982380000000001, 'ze7': 0.871732, 'xe8': 0.525153, 'ye8': 0.33753000000000005, 'ze8': 0.8700939999999999}",AB2_12_e3_e6_14,14,"['Zn', 'Zn', 'Zn', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl', 'Cl']","['e', 'e', 'e', 'e', 'e', 'e', 'e', 'e', 'e']",AB2,ZnCl2
603.0,304761-711506-SiO2,"{'a': 7.554419333333333, 'xe1': 0.36265400000000003}",AB2_4_c_e_227,227,"['Si', 'O']","['c', 'e']",AB2,SiO2
921.0,286595-677351-USe2,"{'a': 10.661274, 'b': 0.6159755391335032, 'zc0': 0.642101, 'xg1': 0.15924000000000005, 'yg1': 0.845198, 'zg1': 0.748669, 'xg4': 0.412562, 'yg4': 0.791532, 'zg4': 0.614121, 'xg5': 0.08749699999999994, 'yg5': 0.29079699999999997, 'zg5': 0.8806790000000001}",AB2_10_cg_abg2_85,85,"['U', 'U', 'Se', 'Se', 'Se', 'Se']","['c', 'g', 'a', 'b', 'g', 'g']",AB2,USe2
1292.0,5544-7659-LaP2,"{'a': 12.536645675163392, 'b': 1.115184265572523, 'c': 0.7045284006282525, 'beta': 134.64848976885523, 'xa0': 0.45295849999999993, 'ya0': 0.7269485, 'za0': 0.8038329999999999, 'xa1': 0.24890749999999995, 'ya1': 0.6922135, 'za1': 0.998638, 'xa2': 0.02567049999999993, 'ya2': 0.5428015, 'za2': 0.1469109999999998, 'xa3': 0.6302085, 'ya3': 0.5385875, 'za3': 0.557844, 'xa4': 0.16535349999999993, 'ya4': 0.7451665000000001, 'za4': 0.24705699999999986, 'xa5': 0.563936, 'ya5': 0.632868, 'za5': 0.19935999999999993, 'xa6': 0.7344245, 'ya6': 0.6302665000000001, 'za6': 0.955575, 'xa7': 0.33683699999999994, 'ya7': 0.628838, 'za7': 0.41023799999999977, 'xa8': 0.808569, 'ya8': 0.627434, 'za8': 0.399375, 'xa9': 0.925631, 'ya9': 0.6218090000000001, 'za9': 0.740335, 'xa10': 0.16329249999999995, 'ya10': 0.6149325000000001, 'za10': 0.5948839999999999, 'xa11': 0.3174079999999999, 'ya11': 0.5330630000000001, 'za11': 0.6039269999999999}",AB2_8_a4_a8_9,9,"['La', 'La', 'La', 'La', 'P', 'P', 'P', 'P', 'P', 'P', 'P', 'P']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,LaP2
26.0,10452-14331-BiO2,"{'a': 12.339991850009627, 'b': 0.41946073084286206, 'c': 0.451550318842297, 'beta': 108.63961226384119, 'ye1': 0.2584645000000001, 'xf2': 0.40674299999999997, 'yf2': 0.08410900000000016, 'zf2': 0.02078800000000003, 'xf3': 0.32678749999999995, 'yf3': 0.43461950000000005, 'zf3': 0.356625}",AB2_4_ce_f2_15,15,"['Bi', 'Bi', 'O', 'O']","['c', 'e', 'f', 'f']",AB2,BiO2
2348.0,10661-14556-IrS2,"{'a': 19.996439, 'b': 0.18025734482024525, 'c': 0.28370491365987716, 'xc0': 0.19582500000000003, 'zc0': 0.9409875000000001, 'xc1': 0.42263300000000004, 'zc1': 0.9272065000000002, 'xc2': 0.87683, 'zc2': 0.9541055000000002, 'xc3': 0.6405689999999999, 'zc3': 0.9356305000000001, 'xc4': 0.237004, 'zc4': 0.3209725, 'xc5': 0.008853, 'zc5': 0.27713050000000006}",AB2_8_c2_c4_62,62,"['Ir', 'Ir', 'S', 'S', 'S', 'S']","['c', 'c', 'c', 'c', 'c', 'c']",AB2,IrS2
4137.0,10822-14735-ReS2,"{'a': 6.40224027795154, 'b': 1.01588053856305, 'c': 2.04820880856352, 'alpha': 76.61594572100324, 'beta': 89.56929515196911, 'gamma': 61.1687037716389, 'xi0': 0.811957, 'yi0': 0.931835, 'zi0': 0.755514, 'xi1': 0.237649, 'yi1': 0.960019, 'zi1': 0.752492, 'xi2': 0.260944, 'yi2': 0.5338320000000001, 'zi2': 0.7501220000000001, 'xi3': 0.6867129999999999, 'yi3': 0.562071, 'zi3': 0.7472690000000001, 'xi4': 0.141975, 'yi4': 0.72312, 'zi4': 0.889686, 'xi5': 0.599765, 'yi5': 0.778126, 'zi5': 0.875355, 'xi6': 0.6326820000000001, 'yi6': 0.24920399999999998, 'zi6': 0.858411, 'xi7': 0.09197999999999998, 'yi7': 0.28706300000000007, 'zi7': 0.8447640000000001, 'xi8': 0.40695400000000004, 'yi8': 0.206636, 'zi8': 0.657559, 'xi9': 0.865368, 'yi9': 0.245274, 'zi9': 0.6445960000000001, 'xi10': 0.898467, 'yi10': 0.716275, 'zi10': 0.6271840000000001, 'xi11': 0.356931, 'yi11': 0.7704340000000001, 'zi11': 0.6130850000000001}",AB2_8_i4_i8_2,2,"['Re', 'Re', 'Re', 'Re', 'S', 'S', 'S', 'S', 'S', 'S', 'S', 'S']","['i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i', 'i']",AB2,ReS2
1063.0,1303-3007-BaSi2,"{'a': 9.020291, 'b': 0.7493845819386536, 'c': 1.282822582996491, 'xc0': 0.341909, 'zc0': 0.09325649999999996, 'xc1': 0.513749, 'zc1': 0.6917665, 'xc2': 0.19752800000000004, 'zc2': 0.5335595, 'xc3': 0.916214, 'zc3': 0.09073049999999994, 'xd4': 0.8055829999999999, 'yd4': 0.928047, 'zd4': 0.6467864999999999}",AB2_8_c2_c2d_62,62,"['Ba', 'Ba', 'Si', 'Si', 'Si']","['c', 'c', 'c', 'c', 'd']",AB2,BaSi2
403.0,17195-21636-SiO2,"{'a': 11.33402, 'yg0': 0.998626, 'xf1': 0.1539505, 'yg2': 0.7924675}",AB2_12_g_fg_210,210,"['Si', 'O', 'O']","['g', 'f', 'g']",AB2,SiO2
996.0,26192-31247-TiO2,"{'a': 5.416108344552664, 'b': 0.6909522044114661, 'c': 1.5374650180472167, 'beta': 90.08284809093972, 'xe0': 0.6118935, 'ze0': 0.8700805, 'xe1': 0.11161149999999997, 'ze1': 0.6300975, 'xe2': 0.9459645000000001, 'ze2': 0.8182875, 'xe3': 0.4459415, 'ze3': 0.6817795000000001, 'xe4': 0.4044555000000001, 'ze4': 0.06956649999999998, 'xe5': 0.9047085000000001, 'ze5': 0.4299685}",AB2_4_e2_e4_11,11,"['Ti', 'Ti', 'O', 'O', 'O', 'O']","['e', 'e', 'e', 'e', 'e', 'e']",AB2,TiO2
272.0,20871-25623-K2S,"{'a': 5.284604, 'b': 1.7376019092442876, 'c': 1.364067392750715, 'yc0': 0.665833, 'yc2': 0.332903}",AB2_2_c_ac_63,63,"['S', 'K', 'K']","['c', 'a', 'c']",AB2,K2S
566.0,28115-47391-CdI2,"{'a': 7.429923560241384, 'b': 0.5773569768794291, 'c': 7.513599104784066, 'beta': 90.00228602559402, 'xa0': 0.6666630000000001, 'za0': 0.03126099999999999, 'xa1': 0.3333455000000001, 'za1': 0.15628299999999998, 'xa2': 0.6666625000000002, 'za2': 0.2812549999999999, 'xa3': 0.3333450000000001, 'za3': 0.4062919999999999, 'xa4': 0.3333450000000001, 'za4': 0.5312699999999999, 'xa5': 0.3333450000000001, 'za5': 0.6562349999999999, 'xa6': 1.1102230246251565e-16, 'za6': 0.7812309999999998, 'xa7': 0.33334450000000015, 'za7': 0.9062669999999998, 'xa8': 1.1102230246251565e-16, 'za8': 0.00031999999999999997, 'xa9': 0.3333330000000001, 'za9': 0.06217699999999999, 'xa10': 1.1102230246251565e-16, 'za10': 0.12530999999999998, 'xa11': 0.6666495000000001, 'za11': 0.18713699999999997, 'xa12': 1.1102230246251565e-16, 'za12': 0.25030099999999994, 'xa13': 0.33333250000000014, 'za13': 0.31214099999999995, 'xa14': 1.1102230246251565e-16, 'za14': 0.3753279999999999, 'xa15': 0.6666500000000002, 'za15': 0.4371549999999999, 'xa16': 1.1102230246251565e-16, 'za16': 0.5003499999999999, 'xa17': 0.6666795000000001, 'za17': 0.5621789999999999, 'xa18': 1.1102230246251565e-16, 'za18': 0.6253459999999998, 'xa19': 0.6666435000000002, 'za19': 0.6871699999999998, 'xa20': 0.3333185000000001, 'za20': 0.7503239999999998, 'xa21': 0.6666910000000001, 'za21': 0.8121759999999998, 'xa22': 1.1102230246251565e-16, 'za22': 0.8753349999999998, 'xa23': 0.6666445000000001, 'za23': 0.9371579999999998}",AB2_8_a8_a16_8,8,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
600.0,28113-47385-CdI2,"{'a': 4.290072655254324, 'c': 29.26039046331358, 'za0': 0.680565, 'za1': 0.40277899999999994, 'za2': 0.7916653333333333, 'za3': 0.18055166666666667, 'za4': 0.9027676666666666, 'za5': 0.29167066666666663, 'za6': 0.00014999999999998348, 'za7': 0.36097166666666664, 'za8': 0.05569366666666664, 'za9': 0.749848, 'za10': 0.11124933333333331, 'za11': 0.47207799999999994, 'za12': 0.8334803333333333, 'za13': 0.5276356666666666, 'za14': 0.22236200000000006, 'za15': 0.583186, 'za16': 0.9445939999999999, 'za17': 0.6387493333333334}",AB2_6_a6_a12_160,160,"['Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,CdI2
743.0,17127-21566-Fe2P,"{'a': 6.489753, 'b': 1.55035515219147, 'c': 0.9281290058342744, 'za0': 0.54796, 'zb1': 0.9679229999999999, 'xe2': 0.2308335, 'ye2': 0.6656335, 'ze2': 0.49013949999999995, 'za3': 0.07270999999999994, 'zb4': 0.6146689999999999, 'xc5': 0.716979, 'zc5': 0.752246, 'yd6': 0.2011235, 'zd6': 0.7190705, 'yd7': 0.708043, 'zd7': 0.14614499999999997, 'xe8': 0.2821135, 'ye8': 0.6295535, 'ze8': 0.8588144999999999}",AB2_6_abe_abcd2e_44,44,"['P', 'P', 'P', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe', 'Fe']","['a', 'b', 'e', 'a', 'b', 'c', 'd', 'd', 'e']",AB2,Fe2P
850.0,3825-5782-Sn2Pd,"{'a': 6.565889, 'b': 3.7565764514142774, 'zd0': 0.05842149999999985, 'ye1': 0.7511545000000002, 'xf2': 0.15806849999999983}",AB2_8_d_ef_142,142,"['Pd', 'Sn', 'Sn']","['d', 'e', 'f']",AB2,Sn2Pd
1269.0,11972-15942-GeSe2,"{'a': 5.893486, 'b': 1.6767336004531102, 'zg2': 0.74991, 'xh3': 0.25001399999999996, 'yh3': 0.7434959999999999, 'zh3': 0.624989, 'xh4': 0.243446, 'yh4': 0.25007100000000015, 'zh4': 0.874961}",AB2_4_adg_h2_81,81,"['Ge', 'Ge', 'Ge', 'Se', 'Se']","['a', 'd', 'g', 'h', 'h']",AB2,GeSe2
241.0,9770-13606-SiO2,"{'a': 10.16259, 'b': 0.7834406386560906, 'c': 0.48040115757892426, 'xc0': 0.601777, 'yc0': 0.6420255, 'zc0': 0.500087, 'za1': 0.09839500000000001, 'yb2': 0.4297145, 'zb2': 0.5481830000000002, 'xc3': 0.578653, 'yc3': 0.6877715, 'zc3': 0.1793370000000002}",AB2_4_c_abc_46,46,"['Si', 'O', 'O', 'O']","['c', 'a', 'b', 'c']",AB2,SiO2
382.0,283724-643042-Ag2Se,"{'a': 4.400155, 'b': 1.613587248631014, 'c': 1.7538373080039227, 'xa0': 0.119284, 'ya0': 0.995532, 'za0': 0.6586755000000001, 'xa1': 0.158069, 'ya1': 0.614787, 'za1': 0.5470735000000001, 'xa2': 0.5223, 'ya2': 0.272956, 'za2': 0.6341765}",AB2_4_a_a2_19,19,"['Se', 'Ag', 'Ag']","['a', 'a', 'a']",AB2,Ag2Se
860.0,3473-5378-GeI2,"{'a': 4.152376980069233, 'c': 1.9673529256160633, 'zh1': 0.237442}",AB2_1_a_h_187,187,"['Ge', 'I']","['a', 'h']",AB2,GeI2
191.0,3083-4959-UTe2,"{'a': 4.177962, 'b': 1.4731275679386264, 'c': 3.328272971367388, 'zi0': 0.6346734999999999, 'yg1': 0.7496215000000002, 'zj2': 0.20204549999999988}",AB2_2_i_gj_71,71,"['U', 'Te', 'Te']","['i', 'g', 'j']",AB2,UTe2
809.0,17188-21628-SiO2,"{'a': 9.759941191927616, 'c': 1.062576177054993, 'xk0': 0.4343965000000001, 'zk0': 0.10960499999999998, 'xh2': 0.4777245000000001, 'xk3': 0.24269399999999974, 'zk3': 0.09487399999999999}",AB2_12_k_ghk_194,194,"['Si', 'O', 'O', 'O']","['k', 'g', 'h', 'k']",AB2,SiO2
1329.0,2733-4582-PbI2,"{'a': 7.997645478438576, 'b': 0.57733845562455, 'c': 2.6590352206696664, 'beta': 90.00345509043706, 'xa0': 0.0, 'za0': 0.33319000000000004, 'xa1': 0.33330600000000005, 'za1': 0.6668210000000001, 'xa2': 0.0, 'za2': 0.0, 'xa3': 0.666695, 'za3': 0.08830700000000001, 'xa4': 0.3333050000000001, 'za4': 0.24474500000000005, 'xa5': 0.6666955, 'za5': 0.4213480000000001, 'xa6': 0.0, 'za6': 0.5786400000000002, 'xa7': 0.6666945, 'za7': 0.7552400000000002, 'xa8': 0.3333050000000001, 'za8': 0.9117160000000002}",AB2_3_a3_a6_8,8,"['Pb', 'Pb', 'Pb', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'a', 'a', 'a', 'a', 'a', 'a']",AB2,PbI2
552.0,21758-26532-PrS2,"{'a': 8.068652, 'b': 2.0246129093186815, 'c': 0.5076233303902561, 'xd0': 0.129361, 'yd0': 0.11204, 'zd0': 0.21901, 'xc1': 0.391008, 'zc1': 0.144425, 'xc2': 0.101688, 'zc2': 0.664963, 'xd3': 0.12508, 'yd3': 0.566575, 'zd3': 0.240967}",AB2_8_d_c2d_62,62,"['Pr', 'S', 'S', 'S']","['d', 'c', 'c', 'd']",AB2,PrS2
608.0,17592-22054-HfO2,"{'a': 3.569462, 'b': 1.4462143034440484, 'zd1': 0.199267}",AB2_2_a_d_137,137,"['Hf', 'O']","['a', 'd']",AB2,HfO2
150.0,2136-3924-TiAs2,"{'a': 8.945836, 'b': 1.4837048208797927, 'c': 0.3909547414014744, 'xg0': 0.1720064999999999, 'yg0': 0.9928400000000001, 'xg1': 0.018244499999999886, 'yg1': 0.24732100000000012, 'xg2': 0.48840449999999985, 'yg2': 0.600149, 'xg3': 0.3350394999999999, 'yg3': 0.16098600000000007, 'xg4': 0.2747824999999999, 'yg4': 0.801723, 'xg5': 0.1143984999999999, 'yg5': 0.44175600000000015}",AB2_8_g2_g4_58,58,"['Ti', 'Ti', 'As', 'As', 'As', 'As']","['g', 'g', 'g', 'g', 'g', 'g']",AB2,TiAs2
708.0,27748-39193-SiO2,"{'a': 7.115890997207026, 'b': 1.7386463627472646, 'c': 0.9987208227213877, 'beta': 119.41951136407216, 'xf0': 0.714735, 'yf0': 0.9074209999999999, 'zf0': 0.4580685, 'xf1': 0.31698950000000004, 'yf1': 0.6405814999999999, 'zf1': 0.4291115, 'ye3': 0.36152649999999986, 'xf4': 0.7013425, 'yf4': 0.03828149999999991, 'zf4': 0.4765485, 'xf5': 0.9235955, 'yf5': 0.8765295, 'zf5': 0.4339725, 'xf6': 0.7648284999999999, 'yf6': 0.6482755, 'zf6': 0.3272775}",AB2_8_f2_cef3_15,15,"['Si', 'Si', 'O', 'O', 'O', 'O', 'O']","['f', 'f', 'c', 'e', 'f', 'f', 'f']",AB2,SiO2
524.0,5815-7961-SnS2,"{'a': 3.6986044053047094, 'c': 3.3371203425534093, 'zb0': 0.624947, 'za1': 0.005147, 'zb2': 0.244906}",AB2_2_b_ab_186,186,"['Sn', 'S', 'S']","['b', 'a', 'b']",AB2,SnS2
734.0,5913-8069-Mn2P,"{'a': 3.246424, 'b': 3.232062530611646, 'c': 1.8662619237639746, 'za0': -5.00000000069889e-07, 'ye1': 0.666669, 'ze1': -1.4000000000069512e-05, 'za2': 0.4001904999999999, 'zb3': 0.7436029999999998, 'yd4': 0.7999084999999999, 'zd4': 0.7999084999999999, 'ye5': 0.6282104999999999, 'ze5': 0.6282104999999999}",AB2_3_ae_abde_38,38,"['P', 'P', 'Mn', 'Mn', 'Mn', 'Mn']","['a', 'e', 'a', 'b', 'd', 'e']",AB2,Mn2P
743.0,17192-21632-SiO2,"{'a': 9.055562113646342, 'c': 0.5787709182737418, 'xh0': 0.5580990000000001, 'xh2': 0.764975}",AB2_6_h_gh_194,194,"['Si', 'O', 'O']","['h', 'g', 'h']",AB2,SiO2
807.0,12860-16878-SeO2,"{'a': 5.081038, 'b': 0.8711639235919904, 'c': 1.4514703491688115, 'ya0': 0.8719180000000001, 'za0': 0.378141, 'yb1': 0.742337, 'zb1': 0.006243, 'ya2': 0.737457, 'za2': 0.167733, 'yb3': 0.623437, 'zb3': 0.463005, 'xc4': 0.7490749999999999, 'yc4': 0.15689500000000012, 'zc4': 0.337339}",AB2_4_ab_abc_26,26,"['Se', 'Se', 'O', 'O', 'O']","['a', 'b', 'a', 'b', 'c']",AB2,SeO2
642.0,1185-2874-SnF2,"{'a': 4.871557, 'b': 1.65157217702677, 'xa0': 0.9643060000000001, 'xb1': 0.3687400000000001, 'yb1': 0.7536740000000001, 'zb1': 0.07482599999999999}",AB2_4_a_b_92,92,"['Sn', 'F']","['a', 'b']",AB2,SnF2
830.0,30405-114175-BeF2,"{'a': 7.460642, 'xg1': 0.1318765, 'zg1': 0.3938404999999999}",AB2_6_d_g_217,217,"['Be', 'F']","['d', 'g']",AB2,BeF2
13.0,283974-646153-CdI2,"{'a': 4.289414836314579, 'c': 6.45238850910242, 'za0': 0.06250099999999999, 'za1': 0.31249599999999994, 'za2': 0.8124999999999999, 'zb3': 0.5624939999999999, 'za4': 0.49979999999999997, 'zb5': 0.24979799999999996, 'zb6': 0.7497969999999999, 'zb7': -0.00020300000000006424, 'zc8': 0.12520399999999998, 'zc9': 0.37520499999999996, 'zc10': 0.6252039999999999, 'zc11': 0.8752029999999998}",AB2_4_a3b_ab3c4_156,156,"['Cd', 'Cd', 'Cd', 'Cd', 'I', 'I', 'I', 'I', 'I', 'I', 'I', 'I']","['a', 'a', 'a', 'b', 'a', 'b', 'b', 'b', 'c', 'c', 'c', 'c']",AB2,CdI2
267.0,17384-21833-SiO2,"{'a': 17.79714800000003, 'b': 1.0000605715028048, 'c': 0.27398698937605015, 'yc0': 0.300397, 'zc0': 0.701111, 'xd1': 0.19960600000000006, 'zd1': 0.6511205000000002, 'xe2': 0.07915600000000002, 'ye2': 0.42083950000000003, 'ze2': 0.4260065000000002, 'yc3': 0.4189605, 'zc3': 0.25117750000000005, 'yc4': 0.2761045, 'zc4': 0.019769500000000217, 'xd5': 0.08112650000000002, 'zd5': 0.10085, 'xd6': 0.22390550000000006, 'zd6': 0.3327460000000001, 'xe7': 0.07656150000000002, 'ye7': 0.3489095, 'ze7': 0.63285, 'xe8': 0.15108900000000003, 'ye8': 0.4233925, 'ze8': 0.21924850000000018}",AB2_8_cde_c2d2e2_42,42,"['Si', 'Si', 'Si', 'O', 'O', 'O', 'O', 'O', 'O']","['c', 'd', 'e', 'c', 'c', 'd', 'd', 'e', 'e']",AB2,SiO2
1020.0,290741-687757-Ta2H,"{'a': 3.399688, 'b': 1.4055172121677049, 'c': 1.4101835227232615, 'zk1': 0.264604}",AB2_1_a_k_21,21,"['H', 'Ta']","['a', 'k']",AB2,Ta2H
1363.0,10823-14736-TcS2,"{'a': 6.411719243391822, 'b': 1.0162862889115625, 'c': 1.072592051459067, 'alpha': 63.77995662009815, 'beta': 76.79161895678175, 'gamma': 61.16767270017704, 'xi0': 0.937864, 'yi0': 0.3089390000000001, 'zi0': 0.5094380000000001, 'xi1': 0.511807, 'yi1': 0.28489600000000004, 'zi1': 0.5026390000000001, 'xi2': 0.638163, 'yi2': 0.31408499999999995, 'zi2': 0.779979, 'xi3': 0.17687300000000006, 'yi3': 0.283562, 'zi3': 0.7527330000000001, 'xi4': 0.142082, 'yi4': 0.833733, 'zi4': 0.7167250000000001, 'xi5': 0.679633, 'yi5': 0.8171900000000001, 'zi5': 0.6905270000000001}",AB2_4_i2_i4_2,2,"['Tc', 'Tc', 'S', 'S', 'S', 'S']","['i', 'i', 'i', 'i', 'i', 'i']",AB2,TcS2
1473.0,323382-755255-PrTi2,"{'a': 4.824347, 'b': 2.281367613067634, 'c': 1.0813480041962154, 'za0': 0.10643999999999976, 'zb1': 0.6063949999999999, 'zc2': 0.5600689999999999, 'zd3': 0.06040399999999979, 'yg4': 0.700037, 'zg4': 0.1658409999999998, 'yg5': 0.7998190000000001, 'zg5': 0.665893, 'yh6': 0.700016, 'zh6': 0.5005399999999999, 'yh7': 0.7997989999999999, 'zh7': 0.0010249999999998316}",AB2_4_abcd_g2h2_25,25,"['Pr', 'Pr', 'Pr', 'Pr', 'Ti', 'Ti', 'Ti', 'Ti']","['a', 'b', 'c', 'd', 'g', 'g', 'h', 'h']",AB2,PrTi2
1488.0,30454-115603-ThH2,"{'a': 4.052062, 'b': 1.2026306606364858}",AB2_1_a_d_139,139,"['Th', 'H']","['a', 'd']",AB2,ThH2
479.0,286661-677963-Mo2C,"{'a': 5.241380833172778, 'c': 0.9110002024621987, 'xk2': 0.332828, 'zk2': 0.24919599999999997}",AB2_3_ad_k_162,162,"['C', 'C', 'Mo']","['a', 'd', 'k']",AB2,Mo2C
1203.0,29062-67134-Mg2S,"{'a': 3.208585572951159, 'c': 4.891194154926437, 'za0': 0.666666, 'zb1': 0.166667, 'za2': 0.333408, 'za3': 0.0, 'zb4': 0.499924, 'zb5': 0.833409}",AB2_2_ab_a2b2_156,156,"['Sc', 'Sc', 'Mg', 'Mg', 'Mg', 'Mg']","['a', 'b', 'a', 'a', 'b', 'b']",AB2,Mg2S
18.0,27866-42558-GeS2,"{'a': 11.83838, 'b': 1.9173555841255305, 'c': 0.5985644995345646, 'za0': -0.000761, 'xb1': 0.1274135, 'yb1': 0.1115, 'zb1': 0.2589095, 'xb2': 0.659943, 'yb2': 0.0194065, 'zb2': 0.6600664999999999, 'xb3': 0.957865, 'yb3': 0.0752035, 'zb3': 0.8040865, 'xb4': 0.19311599999999998, 'yb4': 0.1205485, 'zb4': 0.5553185}",AB2_6_ab_b3_43,43,"['Ge', 'Ge', 'S', 'S', 'S']","['a', 'b', 'b', 'b', 'b']",AB2,GeS2
186.0,19583-24293-HgI2,"{'a': 9.00936, 'b': 1.4048511769981442, 'yg0': 0.7492790000000001, 'zg0': 0.37460399999999994, 'zc1': 0.763332, 'zd2': 0.734954, 'xf3': 0.7628909999999999}",AB2_8_g_cdf_137,137,"['Hg', 'I', 'I', 'I']","['g', 'c', 'd', 'f']",AB2,HgI2
395.0,285033-647359-CuO2,"{'a': 5.3216780000000945, 'b': 0.585030323142427, 'c': 1.4027259822935298, 'yc0': 0.9986279999999998, 'yf1': 0.49910999999999994, 'zf1': 0.09332}",AB2_2_c_f_63,63,"['Cu', 'O']","['c', 'f']",AB2,CuO2
322.0,9769-13604-SiO2,"{'a': 4.988511, 'b': 1.3321231525799984, 'c': 0.974458911687275, 'xa0': 0.442521, 'ya0': 0.6251515000000001, 'za0': 0.499626, 'xa1': 0.024707, 'ya1': 0.07351449999999993, 'za1': 0.324768, 'xa2': 0.136187, 'ya2': 0.6857785000000001, 'za2': 0.425616}",AB2_4_a_a2_33,33,"['Si', 'O', 'O']","['a', 'a', 'a']",AB2,SiO2
791.0,17682-22150-PbSe2,"{'a': 6.470016, 'b': 1.2102378108493084, 'xh1': 0.6315575}",AB2_2_a_h_140,140,"['Pb', 'Se']","['a', 'h']",AB2,PbSe2
470.0,10273-14145-Au2S,{'a': 5.336729000000001},AB2_2_a_b_224,224,"['S', 'Au']","['a', 'b']",AB2,Au2S
1041.0,5497-7610-Sr2Bi,"{'a': 5.084078, 'b': 3.5435809600088746, 'ze0': 0.135756, 'ze2': 0.6767894999999999}",AB2_2_e_ce_139,139,"['Bi', 'Sr', 'Sr']","['e', 'c', 'e']",AB2,Sr2Bi
79.0,470-2100-BaSi2,"{'a': 6.765638, 'xc1': 0.4188710000000002}",AB2_4_a_c_212,212,"['Ba', 'Si']","['a', 'c']",AB2,BaSi2
145.0,28604-62489-TaS2,"{'a': 3.333824, 'b': 6.894348351922597, 'c': 1.7328197289359006, 'za0': 0.07609499999999993, 'yc1': 0.9319615, 'zc1': 0.7427535}",AB2_1_a_c_42,42,"['Ta', 'S']","['a', 'c']",AB2,TaS2
541.0,11929-15894-NiGe2,"{'a': 10.925452000000046, 'b': 0.5310961047652742, 'c': 0.5304033187825982, 'xd0': 0.11553550000000001, 'ye1': 0.7526170000000001, 'yf2': 0.15437450000000008, 'zf2': 0.656807}",AB2_4_d_ef_64,64,"['Ni', 'Ge', 'Ge']","['d', 'e', 'f']",AB2,NiGe2
